# query match x [px],query match y [px],map planet fixed x [m], map planet fixed y [m], map planet fixed z [m]
383.3262634277,874.4430541992,1229178.0071220230,-1007773.2275443327,694928.2373358420
394.1184387207,876.1055297852,1230605.1760902472,-1006310.1191352374,694522.5571867207
