# timestamp [ns],name of file with map coordinate matches
673000000000,warp03-new2.png.matches.csv
682200000000,warp04.png.matches.csv
691400000000,warp05.png.matches.csv
700600000000,warp06.png.matches.csv
709800000000,warp07.png.matches.csv
719000000000,warp08.png.matches.csv
